0.005,1695.7
0.01,1029.2
0.015,1150.7
0.02,1079.6
0.025,1050.0
0.03,1035.8
0.035,1034.6
0.04,1173.1
0.045,1129.4
0.05,1069.5
0.055,1411.9
0.06,1077.1
0.065,1084.6
0.07,1010.0
0.075,1007.7
0.08,988.4
0.085,962.8
0.09,991.1
0.095,972.7
0.1,972.5
